Date,Symbol,Sector,Buy Price,Buy Volume,Sell Price,Sell Volume,Dividends,Stock Shares,Investment Total,Returns
2021-01-04,MS,finance,69.24167001648053,0.8949758161507814,0.0,0.0,0.0,0.8949758161507814,61.969620134642746,-0.8159209783101886
2021-01-04,JPM,finance,124.95652255503062,0.08343445637713509,0.0,0.0,0.0,0.08343445637713509,72.39529966479894,-0.7397052551168173
2021-01-05,C,finance,60.83967695541515,0.5215909295043295,0.0,0.0,0.0,0.5215909295043295,104.12872331871706,0.728844553183464
2021-01-06,NKE,consumer_goods,142.82862313778156,0.16216468676046558,0.0,0.0,0.0,0.16216468676046558,127.290482250284,6.7450914481488695
2021-01-07,BRK-B,finance,231.63178965635112,0.9670131468110984,231.74423885711013,0.23008618256828817,0.0,0.7369269642428102,297.98619382386795,10.00216550848694
2021-01-08,GS,finance,286.5070419993896,0.3405664706055772,0.0,0.0,0.0,0.3405664706055772,395.56088592124394,12.218536510855415
2021-01-11,SCHW,finance,58.90226232186975,0.6256672807484722,0.0,0.0,0.0,0.6256672807484722,432.4141042181014,15.46265245939054
2021-01-11,MS,finance,73.82365093254961,0.18508486377224975,0.0,0.0,0.0,1.0800606799230312,446.07774459412246,15.876566370019418
2021-01-11,AXP,finance,120.04968958796306,0.5650435809900595,0.0,0.0,0.0,0.5650435809900595,513.9110510956502,16.44743440364732
2021-01-12,C,finance,66.25800553208566,0.9652163639039216,0.0,0.0,0.0,1.4868072934082512,577.8643622748559,20.010967653672424
2021-01-13,SCHW,finance,59.194469615288575,0.06979510488952645,0.0,0.0,0.0,0.6954623856379987,581.9958464905349,20.463780910186074
2021-01-14,BAC,finance,33.845456419575825,0.33747872825965397,0.0,0.0,0.0,0.33747872825965397,593.4179680803809,27.18771755993896
2021-01-15,BAC,finance,32.84222440735041,0.1358409233468394,33.42928839807806,0.4582193795147772,0.0,0.01510027209171616,582.8303424788182,13.543177180415796
2021-01-19,BRK-B,finance,232.5580752047273,0.5400431231981876,0.0,0.0,0.0,1.276970087440998,708.4217317373381,14.383083546873195
2021-01-20,MDT,healthcare,118.47347313938413,0.8619676328571337,119.03952947434561,0.7020393092999986,0.0,0.15992832355713515,727.3689956825111,14.292195723804412
2021-01-21,AXP,finance,128.85903544729885,0.006066237477738157,128.87200053701213,0.014672850030158058,0.0,0.5564369684376396,726.2599558905376,9.255467571492773
2021-01-22,WFC,finance,31.537657105742383,0.2852789923099671,0.0,0.0,0.0,0.2852789923099671,735.2569869294811,4.767774941652306
2021-01-22,BAC,finance,31.632909836579653,0.8302033016749067,31.654194837974604,0.8441872605262644,0.0,0.0011163132403585463,734.8146336199776,4.786902887082306
2021-01-25,AXP,finance,123.8056806041926,0.6742692373217418,124.89324800341504,0.894838516885694,0.0,0.33586768887368734,707.506903843186,-2.7328568850457486
2021-01-26,C,finance,60.973455201204814,0.5160493476820613,0.0,0.0,0.0,2.002856641090313,738.9722156256893,-9.753159532825066
2021-01-27,MS,finance,69.30543895785623,0.9766808800767948,69.73846021345454,0.8966956601368755,0.0,1.1600458998629501,744.5156264037661,-28.60110646742089
2021-01-27,BRK-B,finance,226.66372173225088,0.7103668353323496,0.0,0.0,0.0,1.9873369227733475,905.5300170953574,-28.494781324917653
2021-01-29,GS,finance,273.8562395277805,0.6478518074213835,0.0,0.0,0.0,0.9884182780269607,1082.9482768470534,-34.484426358557585
2021-02-01,ABBV,healthcare,102.61925106848429,0.9005075940230594,102.8743191275377,0.3078049606514366,0.0,0.5927026333716228,1143.7709771899677,-24.632125361716135
2021-02-03,BAC,finance,31.56553166264519,0.6249631836644941,31.621845432640328,0.5131569307346724,0.0,0.11292256617018026,1147.3002010069058,10.023353810381423
