Date,Symbol,Sector,Buy Price,Buy Volume,Sell Price,Sell Volume,Dividends,Stock Shares,Investment Total,Returns
2021-01-04,PG,consumer_goods,137.58431692782779,0.24004294145956218,0.0,0.0,0.0,0.24004294145956218,33.02614413406042,0.05657581602345374
2021-01-05,BAC,finance,30.46702815634048,0.6897200361084875,0.0,0.0,0.0,0.6897200361084875,54.03986389416988,0.12501980422568693
2021-01-05,WFC,finance,29.87646780134018,0.1310417279835463,0.0,0.0,0.0,0.1310417279835463,57.95492786090228,0.21065988281016956
2021-01-06,PEP,consumer_goods,142.11521909534414,0.5152688864508794,0.0,0.0,0.0,0.5152688864508794,131.182478551883,2.5675732897757086
2021-01-06,JPM,finance,129.57229710129866,0.4690430527091607,0.0,0.0,0.0,0.4690430527091607,191.95746433081447,3.495202526140133
2021-01-07,BUD,consumer_goods,71.43952494740519,0.08077843652724659,0.0,0.0,0.0,0.08077843652724659,197.7282374623151,5.537312835643519
2021-01-08,AMZN,consumer_goods,159.18807271900033,0.6143220161679808,0.0,0.0,0.0,0.6143220161679808,295.52097524494656,6.173014085691136
2021-01-11,NKE,consumer_goods,146.7448845608551,0.1439427248106181,0.0,0.0,0.0,0.1439427248106181,316.6438337806556,3.9826659974305016
2021-01-12,BUD,consumer_goods,68.58885367491837,0.8886823292740439,0.0,0.0,0.0,0.9694607658012905,377.5975360267186,5.23899127000476
2021-01-13,EL,consumer_goods,255.5999708667159,0.9586102051808251,0.0,0.0,0.0,0.9586102051808251,622.6182765434742,7.970555357376611
2021-01-14,GE,consumer_goods,58.32060557343197,0.33137713441356764,0.0,0.0,0.0,0.33137713441356764,641.9443916956618,0.47465796329174736
2021-01-15,BAC,finance,33.52625402080675,0.394154584341734,0.0,0.0,0.0,1.0838746204502216,655.1589184137683,-5.265285070495679
2021-01-19,JPM,finance,138.4671844312805,0.05605149295579426,0.0,0.0,0.0,0.525094545664955,662.920210826527,-6.180206380198797
2021-01-20,C,finance,63.69099531960867,0.25556687761464714,0.0,0.0,0.0,0.25556687761464714,679.1975196325284,2.6381790372695377
2021-01-21,AMZN,consumer_goods,164.82533171474128,0.9625136241505529,0.0,0.0,0.0,1.5768356403185337,837.8441470131013,0.618827721756702
2021-01-22,BUD,consumer_goods,66.63389961035243,0.4189231469405019,0.0,0.0,0.0,1.3883839127417925,865.7586299307875,-8.896020896817276
2021-01-25,PEP,consumer_goods,137.63465734136685,0.581682858501448,0.0,0.0,0.0,1.0969517449523274,945.8183508419811,-10.297740254900873
2021-01-26,KO,consumer_goods,48.92107095316872,0.7851365692432979,0.0,0.0,0.0,0.7851365692432979,984.22807265386,-9.800362600683798
2021-01-27,EL,consumer_goods,241.54769506343598,0.22897364295066958,0.0,0.0,0.0,1.1875838481314946,1039.5361283388722,-39.87298442134136
2021-01-28,F,consumer_goods,10.87098859240431,0.2536239085460543,0.0,0.0,0.0,0.2536239085460543,1042.2932709554375,-22.072797848312803
2021-01-29,AMZN,consumer_goods,161.44863632717593,0.35165171971136955,0.0,0.0,0.0,1.9284873600299033,1099.0669615649444,-45.46471460401858
2021-02-01,PG,consumer_goods,128.72018549564322,0.07267907803334317,0.0,0.0,0.0,0.31272201949290535,1108.4222259710489,-22.10633530905784
2021-02-02,F,consumer_goods,11.188042470093459,0.2654930501496493,0.0,0.0,0.0,0.5191169586957036,1111.3925734916377,-2.990993948241112
2021-02-03,GE,consumer_goods,56.318700861139746,0.7558344892282195,0.0,0.0,0.0,1.087211623641787,1153.9601899910142,-6.988122982356799
2021-02-04,SCHW,finance,54.73584215582591,0.06487335706955433,0.0,0.0,0.0,0.06487335706955433,1157.511087823692,7.07882941102298
2021-02-05,PG,consumer_goods,130.04966980128563,0.8920795060382306,0.0,0.0,0.0,1.204801525531136,1273.5257330204577,34.572778446684424
2021-02-08,NVDA,tech,13.906967583393918,0.10116806040445925,0.0,0.0,0.0,0.10116806040445925,1274.9326739569774,42.552790953127214
2021-02-09,AXP,finance,126.3022786830999,0.28753744401407066,0.0,0.0,0.0,0.28753744401407066,1311.2493083426687,36.341396436885816
2021-02-10,BUD,consumer_goods,64.90286285139427,0.6905843223793469,0.0,0.0,0.0,2.078968235121139,1356.0702079053783,37.205155615941294
2021-02-11,PEP,consumer_goods,135.47158471554346,0.3143611972221959,0.0,0.0,0.0,1.4113129421745234,1398.6572174661449,37.086223568500145
2021-02-12,GS,finance,304.8049817504301,0.8876231654695617,0.0,0.0,0.0,0.8876231654695617,1669.2091802183536,41.57879811670182
2021-02-16,KO,consumer_goods,50.43991399244529,0.4365992247109316,0.0,0.0,0.0,1.2217357939542295,1691.2312075619413,60.23033348803233
2021-02-17,BRK-B,finance,244.16430002772063,0.6803021553773425,0.0,0.0,0.0,0.6803021553773425,1857.3367071369996,57.804291309696964
2021-02-18,PEP,consumer_goods,134.82648744981043,0.5265383795282258,0.0,0.0,0.0,1.937851321702749,1928.3280273563055,55.4328299251049
2021-02-19,MS,finance,75.95648645377563,0.413941221902805,0.0,0.0,0.0,0.413941221902805,1959.7695481704254,45.48034429795325
2021-02-22,AMZN,consumer_goods,161.44780332187523,0.5498131722862551,0.0,0.0,0.0,2.478300532316158,2048.535677073473,44.76252805410559
2021-02-23,PEP,consumer_goods,131.51821009348743,0.975454358099642,0.0,0.0,0.0,2.913305679802391,2176.8256882786295,63.744583290422725
2021-02-23,AXP,finance,134.6647585381161,0.818845347575578,0.0,0.0,0.0,1.1063827915896487,2287.095299289955,65.60765617523066
2021-02-24,BUD,consumer_goods,64.6792863559636,0.5870314586928244,0.0,0.0,0.0,2.6659996938139634,2325.064075106707,85.97339478333379
2021-02-25,V,finance,214.72338199569992,0.926271105570888,217.21976590712217,0.6221077404199059,0.0,0.3041633651509821,2390.375061551119,33.26451106885406
2021-02-26,PEP,consumer_goods,130.70613774899246,0.7586624534457339,0.0,0.0,0.0,3.671968133248125,2489.536900696186,-1.2608502035454876
2021-03-01,MMM,consumer_goods,148.10242604711544,0.5061821241343025,148.15118371285246,0.03790368929231269,0.0,0.46827843484198983,2558.890072961831,55.260183965665874
2021-03-02,EL,consumer_goods,290.847193504262,0.8792892705258807,0.0,0.0,0.0,2.066873118657375,2814.628889572693,44.41727009496344
2021-03-03,MMM,consumer_goods,148.45635890932147,0.8332093709844304,150.31844179952773,0.30787913924372723,0.0,0.9936086665826929,2892.6175030019076,39.91741480972041
2021-03-04,C,finance,68.08742577114202,0.2861206109805241,70.29289832739614,0.41559276565008607,0.0,0.12609472294508517,2883.8020772814143,16.949568103866568
2021-03-04,BRK-B,finance,248.86141812516084,0.10686204856956294,0.0,0.0,0.0,0.7871642039469054,2910.395918232195,15.671643940159356
2021-03-04,MMM,consumer_goods,149.28592574151054,0.403962132503918,0.0,0.0,0.0,1.3975707990866109,2970.7017791475573,15.362265326083616
2021-03-05,WFC,finance,37.627069874750724,0.9420949294838195,38.03468522838828,0.6490674950468183,0.0,0.4240691624205475,2981.7275428983376,72.39867534329323
2021-03-08,KO,consumer_goods,51.58945657680611,0.3219254478609036,52.02575796550742,0.5425612966706281,0.0,1.0010999451445048,2970.3450593568814,63.38794349395539
2021-03-10,NKE,consumer_goods,136.6476013536922,0.2514910334301872,0.0,0.0,0.0,0.3954337582408053,3004.7107058370775,106.15432846983049
2021-03-12,KO,consumer_goods,50.20028624652767,0.9577366130454672,0.0,0.0,0.0,1.958836558189972,3052.78935796074,120.72047254069548
2021-03-15,V,finance,224.09896876725702,0.0939550957495523,0.0,0.0,0.0,0.3981184609005344,3073.8445980286433,122.95870290757966
2021-03-16,V,finance,222.32932157526966,0.07292527756333722,0.0,0.0,0.0,0.4710437384638716,3090.058025514988,108.9302108117804
2021-03-16,NKE,consumer_goods,143.87219234168347,0.062148921698161,0.0,0.0,0.0,0.4575826799389663,3098.9995271313746,108.97855033970563
2021-03-18,PEP,consumer_goods,131.51511084426858,0.9229937160645691,0.0,0.0,0.0,4.5949618493126945,3220.38714800817,106.62147720893518
2021-03-18,INTC,tech,65.02223031954689,0.5030542224776257,0.0,0.0,0.0,0.5030542224776257,3253.0968555253307,105.97141505999343
2021-03-19,MMM,consumer_goods,158.5582631674383,0.9444419634516433,0.0,0.0,0.0,2.3420127625382543,3402.8459329126686,99.07549072925713
2021-03-22,MS,finance,81.5216046153828,0.33184276799161605,0.0,0.0,0.0,0.7457839898944211,3429.898287839355,114.54370492600947
2021-03-23,META,tech,290.32432964903853,0.6656672702717211,0.0,0.0,0.0,0.6656672702717211,3623.157691850298,94.14931550801111
2021-03-24,MMM,consumer_goods,160.69550115656642,0.5292643272183989,161.05574279998012,0.15371547508784045,0.0,2.7175616146688126,3683.506702852191,87.2922997569085
2021-03-25,KO,consumer_goods,51.90046743063497,0.09807819786330385,0.0,0.0,0.0,2.056914756053276,3688.5970071660513,103.59798016534751
2021-03-26,BAC,finance,38.260122662391495,0.003976852182194124,0.0,0.0,0.0,1.0878514726324158,3688.7491620183528,158.967668084038
2021-03-29,GE,consumer_goods,64.28874201441943,0.4345801244358025,0.0,0.0,0.0,1.5217917480775895,3716.6877715228,176.2816433740386
2021-03-30,C,finance,72.58172794391312,0.8822866478811299,72.99736379432208,0.10928665737875365,0.0,0.8990947134474614,3772.7934465340904,174.96113709526207
2021-03-31,MMM,consumer_goods,160.60454769101935,0.5353414245777537,0.0,0.0,0.0,3.2529030392465663,3858.7717138886665,149.01664232937037
2021-04-01,SCHW,finance,65.98617018817244,0.6801759874471377,0.0,0.0,0.0,0.745049344516692,3903.6539223542613,175.99476318899588
2021-04-05,V,finance,218.68943363556056,0.8548837183531346,0.0,0.0,0.0,1.325927456817006,4090.6079585451707,224.2263398920386
2021-04-06,PG,consumer_goods,136.86018484134235,0.9503524707483616,136.9258420874349,0.8857777454104735,0.0,1.269376250869024,4099.445667390993,225.8606949904006
2021-04-07,SCHW,finance,66.81981597986181,0.6629872209868864,66.91662155503573,0.8065285225241255,0.0,0.6015080429794529,4089.854264036765,239.6385398730963
2021-04-08,PG,consumer_goods,136.62659328650037,0.04627584083824665,0.0,0.0,0.0,1.3156520917072707,4096.176774521963,257.1415757118775
2021-04-09,GE,consumer_goods,68.80855707625764,0.33714778570594295,0.0,0.0,0.0,1.8589395337835324,4119.375427177844,288.2350402470993
2021-04-12,JPM,finance,156.9350338653175,0.5805155818205697,0.0,0.0,0.0,1.1056101274855248,4210.4786596702,291.8160255434914
2021-04-13,JPM,finance,152.82783850850302,0.3607571544213094,154.24053826880822,0.8062441220161986,0.0,0.6601231598906357,4142.395849328966,270.3540063882874
2021-04-14,BRK-B,finance,267.98399088011513,0.46327334645654306,0.0,0.0,0.0,1.2504375504034484,4266.545689580776,271.05312567971214
2021-04-15,PG,consumer_goods,137.17720713864563,0.9488817537544223,0.0,0.0,0.0,2.264533845461693,4396.710638465626,303.8605375174993
2021-04-16,IBM,tech,127.96417313407474,0.61582338609446,0.0,0.0,0.0,0.61582338609446,4475.51396886383,340.418977863741
2021-04-19,IBM,tech,127.68798620070486,0.6168070156242198,0.0,0.0,0.0,1.2326304017186798,4554.272814563354,327.12907211587935
2021-04-20,GE,consumer_goods,66.02486697448342,0.6391381003542106,0.0,0.0,0.0,2.498077634137743,4596.471822617565,294.90218352533884
2021-04-21,F,consumer_goods,11.331491524047443,0.8874927367607816,0.0,0.0,0.0,1.4066096954564853,4606.528439041822,349.9140355414711
2021-04-22,GS,finance,331.57518745660127,0.5366899049752933,0.0,0.0,0.0,1.424313070444855,4784.481494890071,322.05907132187076
2021-04-23,KO,consumer_goods,54.344462847767524,0.9062185224300944,0.0,0.0,0.0,2.96313327848337,4833.729453714232,359.87504060622814
2021-04-26,PG,consumer_goods,131.59190735040877,0.8245513601356904,0.0,0.0,0.0,3.0890852055973834,4942.23373990286,361.4876531061436
2021-04-27,EL,consumer_goods,315.0353364721498,0.10310498155172676,0.0,0.0,0.0,2.169978100209102,4974.715452457964,354.51859409399185
2021-04-28,NKE,consumer_goods,131.62495546539114,0.5749443538085687,0.0,0.0,0.0,1.032527033747535,5050.3924774230945,370.3845555888747
2021-04-28,JNJ,healthcare,162.90797209135405,0.3268759069064726,0.0,0.0,0.0,0.3268759069064726,5103.643168542751,370.0812224733645
2021-04-29,KO,consumer_goods,53.96228521951048,0.3508598965543803,54.08998097274651,0.6701443378039258,0.0,2.6438488372338247,5086.413850457891,444.49832265875375
2021-04-30,BRK-B,finance,276.46293120913214,0.25637788020230723,0.0,0.0,0.0,1.5068154306057555,5157.292830715804,402.34677846640443
2021-05-03,F,consumer_goods,11.529250563369294,0.33383188034017186,0.0,0.0,0.0,1.7404415757966571,5161.141662110285,374.64749789037705
2021-05-04,KO,consumer_goods,54.35758978899657,0.3972191842142525,0.0,0.0,0.0,3.041068021448077,5182.733539582125,377.7365659582438
2021-05-05,WFC,finance,45.56683056752339,0.6456853565527062,0.0,0.0,0.0,1.0697545189732538,5212.155374824093,374.5650107342717
2021-05-05,F,consumer_goods,11.530318037560567,0.40688042602483254,0.0,0.0,0.0,2.1473220018214896,5216.846835539418,374.5974316254051
2021-05-06,F,consumer_goods,11.749271763893702,0.5632856652567488,11.755771870446608,0.4479216517992777,0.0,2.2626860152789607,5218.202278685303,460.3376727716104
2021-05-07,EL,consumer_goods,304.60463377708606,0.7501768784056655,0.0,0.0,0.0,2.920154978614767,5446.709632000098,482.7922274077382
2021-05-10,GE,consumer_goods,66.63767950504253,0.6877425413417323,67.36472438902011,0.0697130451805772,0.0,3.1161071302988983,5487.893683489947,462.27516135212863
2021-05-11,PEP,consumer_goods,147.4387232544045,0.5791829402545127,0.0,0.0,0.0,5.174144789567207,5573.287676731805,395.5708963480447
2021-05-12,MMM,consumer_goods,167.01331692572208,0.3602143861957078,0.0,0.0,0.0,3.613117425442274,5633.448276174713,305.5593068087137
2021-05-12,BAC,finance,41.82565977657653,0.2025438417209775,0.0,0.0,0.0,1.2903953143533933,5641.9198059883765,305.42853245893184
2021-05-13,EL,consumer_goods,289.99333950845465,0.41191948160289726,0.0,0.0,0.0,3.3320744602176644,5761.373712066992,379.77231294540525
